class,name,price,etl_date,brand,model,hz,cut_name
螢幕｜投影機｜壁掛,Raymii NEON LS34-1M RGB 灰色 (單螢幕/穿夾兩用/機械彈簧式/)承載9KG/17-32吋),1990,2024-03-17,Raymii,NEON,,Raymii NEON LS34-1M RGB
螢幕｜投影機｜壁掛,Raymii NEON LS34-1M RGB 白色 (單螢幕/穿夾兩用/機械彈簧式/)承載9KG/17-32吋),1990,2024-03-17,Raymii,NEON,,Raymii NEON LS34-1M RGB
螢幕｜投影機｜壁掛,Raymii VS31 (雙螢幕/穿夾兩用/氣壓式/)每隻承載8KG/15-32吋,2500,2024-03-17,Raymii,VS31,,Raymii VS31
螢幕｜投影機｜壁掛,Raymii VS30-NB (單螢幕+筆電托盤/穿夾兩用/氣壓式/)每隻承載8KG/15-32吋/筆電19吋,3249,2024-03-17,Raymii,VS30,,Raymii VS30-NB
螢幕｜投影機｜壁掛,Raymii VS60 (雙螢幕/穿夾兩用/氣壓式/)單隻承載9KG/13-32吋/鋁合金支架/黑色,3750,2024-03-17,Raymii,VS60,,Raymii VS60
螢幕｜投影機｜壁掛,Raymii VS60 (雙螢幕/穿夾兩用/氣壓式/)單隻承載9KG/13-32吋/鋁合金支架/白色,3750,2024-03-17,Raymii,VS60,,Raymii VS60
螢幕｜投影機｜壁掛,Raymii HALO-1M2 (雙螢幕/穿夾兩用/氣壓式/)承載20KG/15-42吋/USB3.0*2/黑色,4090,2024-03-17,Raymii,HALO,,Raymii HALO-1M2
螢幕｜投影機｜壁掛,Raymii HALO-1M2 (雙螢幕/穿夾兩用/氣壓式/)承載20KG/15-42吋/USB3.0*2/白色,4090,2024-03-17,Raymii,HALO,,Raymii HALO-1M2
螢幕｜投影機｜壁掛,Raymii VADER LS61-M2 RGB (雙螢幕/穿夾兩用/氣壓式/)承載20KG/17-35吋/黑色,5000,2024-03-17,Raymii,VADER,,Raymii VADER LS61-M2 RGB
螢幕｜投影機｜壁掛,Raymii VADER LS61-M2 RGB (雙螢幕/穿夾兩用/氣壓式/)承載20KG/17-35吋/白色,5000,2024-03-17,Raymii,VADER,,Raymii VADER LS61-M2 RGB
螢幕｜投影機｜壁掛,銀欣 SST-ARM11BC單螢幕桌上型懸掛架/可調扭力式懸臂,1999,2024-03-17,銀欣,SST,,銀欣 SST-ARM11BC
螢幕｜投影機｜壁掛,銀欣 SST-ARM11SC單螢幕桌上型懸掛架/可調扭力式懸臂,1999,2024-03-17,銀欣,SST,,銀欣 SST-ARM11SC
螢幕｜投影機｜壁掛,銀欣 SST-ARM13 (單螢幕/機械彈簧設計/穿夾兩用/最大支援32吋or9公斤),1990,2024-03-17,銀欣,SST,,銀欣 SST-ARM13
螢幕｜投影機｜壁掛,銀欣 SST-ARM14 (單螢幕/氣壓彈簧設計/穿夾兩用/最大支援49吋or20公斤),2990,2024-03-17,銀欣,SST,,銀欣 SST-ARM14
螢幕｜投影機｜壁掛,銀欣 SST-ARM21B 雙螢幕氣壓棒/穿夾兩用.內附理線槽(黑)最大支援32吋 or 9公斤,2990,2024-03-17,銀欣,SST,,銀欣 SST-ARM21B
螢幕｜投影機｜壁掛,銀欣 SST-ARM25 (雙螢幕/機械彈簧設計/穿夾兩用/最大支援32吋or9公斤),3290,2024-03-17,銀欣,SST,,銀欣 SST-ARM25
螢幕｜投影機｜壁掛,銀欣 SST-ARM22SC雙螢幕桌上型懸掛架/可調扭力式懸臂/銀/台製,5900,2024-03-17,銀欣,SST,,銀欣 SST-ARM22SC
